Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags",type,year,region,Date_new,id,avg_price
2018-03-25,1.08,277267.97,70493.35,27183.18,9616.52,169974.92,140702.4,20939.89,8332.63,conventional,2018,CincinnatiDayton,2018-03-25,8670,1.32
2018-03-25,1.04,126662.1,31512.47,24342.6,306.07,70500.96,49898.62,19277.55,1324.79,conventional,2018,Louisville,2018-03-25,8691,1.12
2018-03-25,1.57,149396.5,16361.69,109045.03,65.45,23924.33,19273.8,4270.53,380,conventional,2018,Albany,2018-03-25,8701,1.63
2018-03-25,1.21,330371.24,87782.44,137599.47,131.89,104857.44,95210.59,7089.08,2557.77,conventional,2018,HarrisburgScranton,2018-03-25,8706,1.39
2018-03-25,1.37,698961.15,474642.82,53923.97,2049.21,168345.15,106478.51,61776.64,90,conventional,2018,MiamiFtLauderdale,2018-03-25,8725,1.28
2018-01-14,1.15,290571.66,170097.6,22912.24,2542,95019.82,76659.09,17342.95,1017.78,conventional,2018,NewOrleansMobile,2018-01-14,8738,1.30
2018-03-25,1.34,1774776.77,63905.98,908653.71,843.45,801373.63,774634.09,23833.93,2905.61,conventional,2018,NewYork,2018-03-25,8746,1.62
2018-01-21,1.17,608159.45,76804.75,271528.75,18147.81,241678.14,150749.79,90544.14,384.21,conventional,2018,Portland,2018-01-21,8760,1.46
2018-03-25,1.14,3911075.35,967164.69,1347066.73,25014.31,1571829.62,1390840.94,164970.47,16018.21,conventional,2018,Midsouth,2018-03-25,8761,1.33
2018-03-25,1.24,362959.17,91484.37,120803.28,5307.11,145364.41,139121.67,6242.74,0,conventional,2018,RaleighGreensboro,2018-03-25,8767,1.51
2018-03-25,1.35,5134637.05,443927.42,2940789.85,6733.38,1743186.4,1495884.84,232372.83,14928.73,conventional,2018,Northeast,2018-03-25,8785,1.56
2018-03-25,0.95,306280.52,125788.54,10713.8,334.61,169443.57,136737.44,30406.07,2300.06,conventional,2018,Nashville,2018-03-25,8788,1.25
2018-03-25,1.44,345963.16,17715.06,243023.15,242.2,84982.75,82409.99,1066.1,1506.66,conventional,2018,HartfordSpringfield,2018-03-25,8789,1.89
2018-03-25,1.46,483124.53,43595.07,365913.24,1529.8,72086.42,34546.13,36509.18,1031.11,conventional,2018,NorthernNewEngland,2018-03-25,8808,1.51
2018-03-25,0.56,2120511.03,837700.97,162473.38,4190.48,1116146.2,952254.7,161188.17,2703.33,conventional,2018,Houston,2018-03-25,8831,0.98
2018-03-25,1.32,429132.5,258217.83,25970.97,1426.07,143517.63,90870.28,52357.35,290,conventional,2018,Orlando,2018-03-25,8845,1.41
2018-03-25,1.1,316217.11,77628.91,88215.28,1928.8,148444.12,135644.21,11246.17,1553.74,conventional,2018,RichmondNorfolk,2018-03-25,8846,1.34
2018-03-25,0.99,218058,62126.61,39027.74,219.42,116684.23,97377.29,18342.66,964.28,conventional,2018,Roanoke,2018-03-25,8880,1.16
2018-03-25,1.31,503277.65,43421.1,252219.75,248.04,207388.76,187566.62,17687.7,2134.44,conventional,2018,Philadelphia,2018-03-25,8894,1.54
2018-02-04,0.65,10323174.59,4772921.95,1623613.82,38521.35,3888117.47,3351508.25,508738.57,27870.65,conventional,2018,SouthCentral,2018-02-04,8895,1.08
2015-11-01,1.88,1021.68,11.47,137.58,0,872.63,872.63,0,0,organic,2015,Albany,2015-11-01,8904,1.63
2018-03-25,1.23,4454904.4,2489234.81,333310.56,18460.82,1613898.21,1117431.16,484934.57,11532.48,conventional,2018,Southeast,2018-03-25,8918,1.35
2018-03-25,1.13,570446.95,135652.39,361227.57,812.1,72754.89,67652.14,624.2,4478.55,conventional,2018,Sacramento,2018-03-25,8921,1.54
2018-03-25,1.1,488321.93,140383.72,156203,13940.11,177795.1,168263.27,7442.94,2088.89,conventional,2018,SanDiego,2018-03-25,8957,1.36
2018-03-25,0.59,1684537.69,932956.86,296968.67,14886.96,439725.2,216076.58,218329.73,5318.89,conventional,2018,PhoenixTucson,2018-03-25,8958,1.26
2018-03-25,1.15,99982.71,23281.1,29539.62,544.24,46617.75,22506.27,23986.48,125,conventional,2018,Spokane,2018-03-25,8986,1.24
2018-03-25,1.01,1203274.11,198289.36,895797.12,2202.74,106984.89,103033.73,186.2,3764.96,conventional,2018,SanFrancisco,2018-03-25,8998,1.58
2018-03-25,1.28,132097.87,44126.21,13225.39,1385.77,73360.5,39142.16,34191.67,26.67,conventional,2018,Pittsburgh,2018-03-25,9003,1.32
2018-03-25,1.25,165209.29,80921.04,7515.78,518.71,76253.76,65742.81,10499.14,11.81,conventional,2018,StLouis,2018-03-25,9018,1.24
2018-03-25,1.08,2298609.62,870297.25,765738.57,8214.57,654359.23,603569.13,50091.31,698.79,conventional,2018,Plains,2018-03-25,9047,1.37
2018-03-25,1.4,524265.69,103573.88,149867.07,998.53,269826.21,155866.8,113666.7,292.71,conventional,2018,Seattle,2018-03-25,9056,1.23
2015-12-27,1.84,3195,1366.31,1652.5,0,176.19,103.33,72.86,0,organic,2015,Atlanta,2015-12-27,9059,1.22
2018-03-25,1.38,93961.48,10004.38,57087.01,102.7,26767.39,11836.12,14931.27,0,conventional,2018,Syracuse,2018-03-25,9075,1.36
2018-03-25,1.19,450658.34,205952.19,73267.19,4313.11,167125.85,132488.4,31527.74,3109.71,conventional,2018,SouthCarolina,2018-03-25,9120,1.39
2015-09-06,1.58,14379.6,2634.99,5041.08,717.8,5985.73,5977.42,8.31,0,organic,2015,BaltimoreWashington,2015-09-06,9123,1.40
2018-03-25,1.33,469300.74,289527.11,33226.48,1342.31,145204.84,87355.05,57643.12,206.67,conventional,2018,Tampa,2018-03-25,9126,1.32
2018-03-25,1.03,43409835.75,14130799.1,12125711.42,758801.12,16394524.11,12540327.19,3544729.39,309467.53,conventional,2018,TotalUS,2018-03-25,9180,1.26
2015-07-19,2.05,3388.25,18.63,2152.1,0,1217.52,1217.52,0,0,organic,2015,Boston,2015-07-19,9187,1.60
2018-03-25,0.93,7667064.46,2567279.74,1912986.38,118289.91,3068508.43,1309580.19,1745630.06,13298.18,conventional,2018,West,2018-03-25,9212,1.28
2018-03-25,0.84,965185.06,438526.12,199585.9,11017.42,316055.62,153009.89,160999.1,2046.63,conventional,2018,WestTexNewMexico,2018-03-25,9245,1.17
2015-12-27,0.91,2272.26,15.53,508.49,0,1748.24,1008.2,740.04,0,organic,2015,Boise,2015-12-27,9258,1.27
2015-06-07,1.67,114406.15,49301.79,52704.34,6.16,12393.86,12393.86,0,0,organic,2015,California,2015-06-07,9291,1.30
2015-12-27,1.9,2948.39,389.52,1416.49,682.38,460,460,0,0,organic,2015,Charlotte,2015-12-27,9381,1.51
2015-04-12,1.3,88346.47,722.16,86707.64,0,916.67,916.67,0,0,organic,2015,Chicago,2015-04-12,9392,1.32
2015-03-01,1.86,4054.67,397.22,2681.49,0,975.96,664.76,311.2,0,organic,2015,Columbus,2015-03-01,9438,1.20
2015-12-27,1.43,7088.36,249.94,5919.28,0,919.14,266.67,652.47,0,organic,2015,CincinnatiDayton,2015-12-27,9445,1.32
2015-12-27,1.33,10860.07,5921.12,421.38,0,4517.57,3584.44,933.13,0,organic,2015,DallasFtWorth,2015-12-27,9461,1.12
2015-12-27,1.43,23728.62,9299.54,2853.98,12.14,11562.96,330.31,11232.65,0,organic,2015,Denver,2015-12-27,9574,1.21
2015-12-27,1.61,6834.42,1276.73,3370.14,0,2187.55,366.67,1820.88,0,organic,2015,Detroit,2015-12-27,9696,1.21
2015-11-08,1.54,77222.36,7904.17,54952.16,127.35,14238.68,7297.5,6941.18,0,organic,2015,GreatLakes,2015-11-08,9698,1.30
2015-10-18,2.18,2420.25,32.76,1785.15,0,602.34,398.75,203.59,0,organic,2015,HartfordSpringfield,2015-10-18,9774,1.89
2015-12-27,1.67,2010.73,822.95,941.11,0,246.67,246.67,0,0,organic,2015,GrandRapids,2015-12-27,9819,1.46
2015-12-27,1.45,5828.38,79.19,186.22,16.23,5546.74,959.63,4587.11,0,organic,2015,HarrisburgScranton,2015-12-27,9853,1.39
2015-09-13,1.64,2512.58,311.33,1618.91,0,582.34,326.67,255.67,0,organic,2015,Indianapolis,2015-09-13,9939,1.28
2015-12-27,1.47,5043.15,0,166.37,0,4876.78,2751.87,2124.91,0,organic,2015,BuffaloRochester,2015-12-27,9968,1.34
2015-12-27,1.31,10598.3,4797.41,57.91,0,5742.98,4815.51,927.47,0,organic,2015,Houston,2015-12-27,10002,0.98
2015-08-02,1.8,9065.72,4950.22,3751.82,0,363.68,296.67,67.01,0,organic,2015,LasVegas,2015-08-02,10104,1.33
2015-12-27,1.82,1754.98,1154.87,45.01,28.43,526.67,526.67,0,0,organic,2015,Jacksonville,2015-12-27,10185,1.42
2015-06-07,1.24,2299.74,14.16,972.02,0,1313.56,437.41,876.15,0,organic,2015,Louisville,2015-06-07,10193,1.12
2015-12-27,1.21,52474.67,8914.66,15290.56,0,28269.45,25485.27,2784.18,0,organic,2015,LosAngeles,2015-12-27,10200,1.20
2015-12-27,1.57,1155.71,120.88,18.16,0,1016.67,1016.67,0,0,organic,2015,MiamiFtLauderdale,2015-12-27,10278,1.28
2015-05-03,1.34,102916.4,9430.59,47953.23,7065.04,38467.54,23337.15,15130.39,0,organic,2015,Midsouth,2015-05-03,10283,1.33
2015-12-27,1.62,3895.76,501.13,2284.69,0,1109.94,840,269.94,0,organic,2015,Nashville,2015-12-27,10366,1.25
2015-03-22,1.56,2568.19,428.01,30.18,0,2110,2110,0,0,organic,2015,NewOrleansMobile,2015-03-22,10409,1.30
2015-01-25,1.92,40358.44,2519.17,17147.02,73.05,20619.2,20455.66,163.54,0,organic,2015,Northeast,2015-01-25,10462,1.56
2015-12-27,1.9,21565.58,1752.06,6546.95,1319.02,11947.55,5757.79,6189.76,0,organic,2015,NewYork,2015-12-27,10472,1.62
2015-12-27,1.65,8119.93,10.91,155.21,0,7953.81,7953.81,0,0,organic,2015,NorthernNewEngland,2015-12-27,10478,1.51
2015-12-20,1.83,6900.94,719.56,2853.84,522,2805.54,1195.09,1610.45,0,organic,2015,Philadelphia,2015-12-20,10676,1.54
2015-12-27,1.67,3110.45,1617.61,49.42,0,1443.42,1119.57,323.85,0,organic,2015,Orlando,2015-12-27,10682,1.41
2015-11-15,1.43,1387.96,466.03,33.94,0,887.99,360.84,527.15,0,organic,2015,Pittsburgh,2015-11-15,10725,1.32
2015-12-27,1.72,7422.47,5038.15,906.49,0,1477.83,1324.33,153.5,0,organic,2015,PhoenixTucson,2015-12-27,10830,1.26
2015-09-13,2.07,17959.18,3092.78,10615.36,0,4251.04,7.34,4243.7,0,organic,2015,Portland,2015-09-13,10878,1.46
2015-12-27,1.6,32041.32,3224.07,13453.09,1672.35,13691.81,5921.08,7770.73,0,organic,2015,Plains,2015-12-27,10890,1.37
2015-08-16,1.68,5611.72,128.18,3804.14,436.52,1242.88,553.33,689.55,0,organic,2015,RichmondNorfolk,2015-08-16,10961,1.34
2015-12-27,1.74,3905.44,256.26,1936.8,437.05,1275.33,1116.34,158.99,0,organic,2015,RaleighGreensboro,2015-12-27,11031,1.51
2015-06-28,1.84,9219.97,4916.07,4050.11,0,253.79,253.79,0,0,organic,2015,Sacramento,2015-06-28,11069,1.54
2015-12-27,1.41,4367.47,33.27,2525.8,0,1808.4,690,1118.4,0,organic,2015,Roanoke,2015-12-27,11076,1.16
2015-05-10,1.48,33676.05,23021.28,10608.04,0,46.73,46.73,0,0,organic,2015,SanFrancisco,2015-05-10,11161,1.58
2015-12-27,1.51,21378.66,610.22,13103.85,4.01,7660.58,80.12,7580.46,0,organic,2015,Seattle,2015-12-27,11216,1.23
2015-12-27,1.62,8704.72,1834.72,5181.54,0,1688.46,472.88,1215.58,0,organic,2015,SanDiego,2015-12-27,11225,1.36
2015-03-22,1.77,4156.05,610.35,1876.4,528.23,1141.07,1041.5,99.57,0,organic,2015,SouthCarolina,2015-03-22,11338,1.39
2015-02-08,1.51,50546.78,10197.75,16658.11,792.54,22898.38,20283.33,2615.05,0,organic,2015,Southeast,2015-02-08,11353,1.35
2015-12-27,1.59,1723.36,41.54,1206.17,0,475.65,12.85,462.8,0,organic,2015,Spokane,2015-12-27,11368,1.24
2015-12-27,1.39,56297.88,21950.8,3750.99,0,30596.09,26668.65,3927.44,0,organic,2015,SouthCentral,2015-12-27,11374,1.08
2015-12-06,1.56,1803,0,54.03,0,1748.97,1738.06,10.91,0,organic,2015,Syracuse,2015-12-06,11570,1.36
2015-09-27,1.75,501814.87,114590.38,238175.26,4546.66,144502.57,81095.01,63407.56,0,organic,2015,TotalUS,2015-09-27,11583,1.26
2015-12-27,1.07,7851.73,1347.91,935.8,12.36,5555.66,214.52,5341.14,0,organic,2015,StLouis,2015-12-27,11588,1.24
2015-12-27,1.46,142710.36,29880.32,48416.71,38.63,64374.7,17464.54,46910.16,0,organic,2015,West,2015-12-27,11710,1.28
2015-12-27,1.63,2161.84,874.75,17.54,0,1269.55,1216.67,52.88,0,organic,2015,Tampa,2015-12-27,11782,1.32
2015-07-19,1.74,6864.82,2502.95,3493.83,0,868.04,266.67,601.37,0,organic,2015,WestTexNewMexico,2015-07-19,11808,1.17
2016-05-22,1.27,11405.47,2303.59,3734.43,0,5367.45,1262.52,4104.93,0,organic,2016,Atlanta,2016-05-22,11812,1.22
2016-12-25,1.83,17061.38,802.28,5202.23,232.29,10824.58,10821.11,3.47,0,organic,2016,BaltimoreWashington,2016-12-25,11894,1.40
2016-04-17,1.56,1228.73,11.78,670.27,0,546.68,306.67,240.01,0,organic,2016,Boise,2016-04-17,11931,1.27
2016-02-28,1.56,6934.94,0,223.9,0,6711.04,699.31,6011.73,0,organic,2016,BuffaloRochester,2016-02-28,11953,1.34
2016-12-25,1.98,11553.3,11.89,938.02,0,10603.39,10593.78,9.61,0,organic,2016,Boston,2016-12-25,11978,1.60
2016-12-25,1.53,132890.31,22779.87,56237.83,10.76,53861.85,43478.17,10383.68,0,organic,2016,California,2016-12-25,11979,1.30
2016-12-25,1.93,1714.92,77.5,250.13,0,1387.29,1387.29,0,0,organic,2016,Albany,2016-12-25,12047,1.63
2016-12-25,1.62,6780.63,74.49,2520.97,399.49,3785.68,3479.65,306.03,0,organic,2016,Charlotte,2016-12-25,12191,1.51
2016-12-25,1.34,33412.35,52.77,30236.66,0,3122.92,3122.92,0,0,organic,2016,Chicago,2016-12-25,12269,1.32
2016-11-27,1.47,5503.68,494.4,1889.17,0,3120.11,2049.89,1070.22,0,organic,2016,Columbus,2016-11-27,12281,1.20
2016-10-09,1.49,19651.23,11578.91,2259.1,12.78,5800.44,4160.72,1639.72,0,organic,2016,Denver,2016-10-09,12412,1.21
2016-08-07,2.03,1794.39,1069.54,187.76,0,537.09,500,37.09,0,organic,2016,GrandRapids,2016-08-07,12443,1.46
2016-12-25,1.12,20099.08,4747.3,428.15,0,14923.63,14829.22,94.41,0,organic,2016,DallasFtWorth,2016-12-25,12445,1.12
2016-12-25,1.73,6592.44,235.03,5062.95,0,1294.46,504.22,790.24,0,organic,2016,CincinnatiDayton,2016-12-25,12514,1.32
2016-12-25,1.46,9541.46,1008.05,7376.5,0,1156.91,634.1,522.81,0,organic,2016,Detroit,2016-12-25,12548,1.21
2016-12-25,1.48,95184.06,3993.87,63263,0,27927.19,22279.91,5647.28,0,organic,2016,GreatLakes,2016-12-25,12596,1.30
2016-07-03,1.81,7342.95,290.67,289.24,308.49,6454.55,5908.2,546.35,0,organic,2016,HarrisburgScranton,2016-07-03,12699,1.39
2016-06-12,1.05,19398.78,8780.1,51.55,0,10567.13,9910.16,656.97,0,organic,2016,Houston,2016-06-12,12758,0.98
2016-05-01,1.65,3584.65,2476.8,224.15,13.7,870,870,0,0,organic,2016,Jacksonville,2016-05-01,12776,1.42
2016-12-25,2.41,8403.07,64.48,3552.13,13.72,4772.74,4456.42,316.32,0,organic,2016,HartfordSpringfield,2016-12-25,12782,1.89
2016-12-25,1.35,9519.43,1090.88,2506.87,0,5921.68,5810.1,111.58,0,organic,2016,LasVegas,2016-12-25,12829,1.33
2016-12-25,1.62,2583.94,114.51,1052.73,0,1416.7,1027.03,389.67,0,organic,2016,Indianapolis,2016-12-25,12842,1.28
2016-12-25,1.17,81458.1,11324.9,25698.37,0,44434.83,37064.95,7369.88,0,organic,2016,LosAngeles,2016-12-25,12968,1.20
2016-12-25,1.53,1619.79,16.42,910.47,0,692.9,406.67,286.23,0,organic,2016,Louisville,2016-12-25,13027,1.12
2016-01-31,1.54,1844.79,804.36,0,0,1040.43,1040.43,0,0,organic,2016,MiamiFtLauderdale,2016-01-31,13085,1.28
2016-12-25,1.68,72923.61,2716.25,30275.52,1628.46,38303.38,35684.99,2618.39,0,organic,2016,Midsouth,2016-12-25,13099,1.33
2016-12-04,1.55,2945.91,102.91,5.82,0,2837.18,2061.25,775.93,0,organic,2016,NewOrleansMobile,2016-12-04,13152,1.30
2016-12-25,1.5,3223.64,173.43,2567.94,0,482.27,31.11,451.16,0,organic,2016,Nashville,2016-12-25,13228,1.25
2016-12-25,2.17,37438.54,5592.11,15901.97,772.3,15172.16,14698.51,473.65,0,organic,2016,NewYork,2016-12-25,13286,1.62
2016-10-23,1.7,57081.84,3797.54,9176.22,43.5,44064.58,43496.72,567.86,0,organic,2016,Northeast,2016-10-23,13378,1.56
2016-09-18,1.4,7833.25,1163.62,72.32,0,6597.31,2156.67,4440.64,0,organic,2016,Orlando,2016-09-18,13386,1.41
2016-07-31,2.19,10363.16,4126.75,3944.27,0,2292.14,472.12,1820.02,0,organic,2016,PhoenixTucson,2016-07-31,13471,1.26
2016-12-25,1.9,11376.97,981.62,3177.51,14.99,7202.85,7053.99,148.86,0,organic,2016,Philadelphia,2016-12-25,13489,1.54
2016-12-25,1.9,10968.74,9.92,301.24,0,10657.58,10657.58,0,0,organic,2016,NorthernNewEngland,2016-12-25,13513,1.51
2016-12-25,1.48,7784,708.23,3.45,0,7072.32,6823.42,248.9,0,organic,2016,Pittsburgh,2016-12-25,13566,1.32
2016-06-12,1.63,51075.07,5529.79,22175.76,2574.67,20794.85,16998.34,3796.51,0,organic,2016,Plains,2016-06-12,13704,1.37
2016-04-24,1.61,5854.3,157.49,3368.46,437.29,1891.06,1791.35,99.71,0,organic,2016,RaleighGreensboro,2016-04-24,13710,1.51
2016-12-25,0.68,72161.05,2888.38,7043.82,9.89,62218.96,638.89,61580.07,0,organic,2016,Portland,2016-12-25,13758,1.46
2016-12-25,1.66,5233.93,501.16,2272.02,151.72,2309.03,2309.03,0,0,organic,2016,RichmondNorfolk,2016-12-25,13760,1.34
2016-03-20,0.94,9084.56,233.87,2971.4,0,5879.29,1031.73,4847.56,0,organic,2016,Roanoke,2016-03-20,13812,1.16
2016-12-25,2.41,4567.83,1449.65,2867.8,2.68,247.7,247.7,0,0,organic,2016,Sacramento,2016-12-25,13833,1.54
2016-01-24,1.31,15316.04,1368.36,8300.29,0,5647.39,756.65,4890.74,0,organic,2016,SanDiego,2016-01-24,13913,1.36
2016-12-25,2.56,16169.17,5599.25,8335.16,0,2234.76,2234.76,0,0,organic,2016,SanFrancisco,2016-12-25,13935,1.58
2016-12-25,0.81,80324.51,353.45,15255.56,2.62,64712.88,548.41,64164.47,0,organic,2016,Seattle,2016-12-25,14054,1.23
2016-12-04,1.69,7030.03,219.6,2204.44,147.21,4458.78,2942.11,1516.67,0,organic,2016,SouthCarolina,2016-12-04,14136,1.39
2016-10-30,1.75,44666,5090.29,15508.61,572.47,23494.63,5220.39,18274.24,0,organic,2016,Southeast,2016-10-30,14189,1.35
2016-08-28,1.04,10875.76,2752.04,1084.38,23.57,7015.77,550.24,6465.53,0,organic,2016,StLouis,2016-08-28,14195,1.24
2016-12-25,1.21,94378.68,28632.23,4227.39,0,61519.06,59525.98,1993.08,0,organic,2016,SouthCentral,2016-12-25,14264,1.08
2016-12-25,1.69,1016.97,113.18,147.13,0,756.66,756.66,0,0,organic,2016,Syracuse,2016-12-25,14287,1.36
2016-12-25,0.89,5333.76,24.44,1081.6,0,4227.72,23.76,4203.96,0,organic,2016,Spokane,2016-12-25,14360,1.24
2016-06-19,1.36,6441.8,1760,128.46,0,4553.34,4526.67,26.67,0,organic,2016,Tampa,2016-06-19,14435,1.32
2016-04-03,1.27,226558.02,35134.68,77837.8,115.48,113470.06,44860.97,68609.09,0,organic,2016,West,2016-04-03,14507,1.28
2016-12-25,1.31,17382.2,1381.72,3099.16,20.05,12881.27,12843.07,38.2,0,organic,2016,WestTexNewMexico,2016-12-25,14521,1.17
2017-02-19,1.67,2523.56,1049.5,141.41,0,1332.65,1332.65,0,0,organic,2017,Albany,2017-02-19,14573,1.63
2017-12-31,1.28,17217.91,331.16,3474.3,0,13412.45,11486.03,1926.42,0,organic,2017,Atlanta,2017-12-31,14589,1.22
2017-12-31,1.53,40942.37,1177.45,7959.34,122.36,31683.22,31680.42,2.8,0,organic,2017,BaltimoreWashington,2017-12-31,14712,1.40
2017-12-31,1.72,2017.17,78.28,646.17,0,1292.72,213.18,1079.54,0,organic,2017,Boise,2017-12-31,14762,1.27
2017-12-31,1.86,25275.08,9.19,2796.62,0,22469.27,20109.15,2360.12,0,organic,2017,Boston,2017-12-31,14815,1.60
2017-12-31,1.15,10568.46,176.5,82.85,0,10309.11,5004.55,5304.56,0,organic,2017,BuffaloRochester,2017-12-31,14868,1.34
2017-12-31,1.71,160039.02,46373.36,55040.01,0,58625.65,58526.97,98.68,0,organic,2017,California,2017-12-31,14921,1.30
2017-12-31,1.71,11939.07,34.71,5197.49,198.71,6508.16,6416.36,91.8,0,organic,2017,Charlotte,2017-12-31,14974,1.51
2017-12-31,1.79,26040.03,142,16241,0,9657.03,9650.37,6.66,0,organic,2017,Chicago,2017-12-31,15027,1.32
2016-12-25,1.34,914035.42,93875.25,250138.66,3415.27,566606.24,330909.02,235697.22,0,organic,2016,TotalUS,2016-12-25,15047,1.26
2017-10-08,1.94,8459.92,246.84,4265.5,0,3947.58,3897.2,50.38,0,organic,2017,CincinnatiDayton,2017-10-08,15105,1.32
2017-09-10,1.81,24831.19,8554.15,657.97,0,15619.07,15605.74,13.33,0,organic,2017,DallasFtWorth,2017-09-10,15111,1.12
2017-12-31,1.14,15852.37,446.28,1042.43,0,14363.66,13142.03,1221.63,0,organic,2017,Columbus,2017-12-31,15162,1.20
2017-12-31,1.48,17906.71,4400.94,482.72,12.67,13010.38,12128.68,881.7,0,organic,2017,Denver,2017-12-31,15196,1.21
2017-12-31,1.05,32775.71,398.15,2116.14,0,30261.42,27997.42,2264,0,organic,2017,Detroit,2017-12-31,15305,1.21
2017-12-31,1.28,6792.67,9.88,770.79,0,6012,5991.42,20.58,0,organic,2017,GrandRapids,2017-12-31,15356,1.46
2017-06-25,1.59,130430.6,2504.36,60395.45,3.23,67527.56,10039.5,57488.06,0,organic,2017,GreatLakes,2017-06-25,15368,1.30
2017-12-31,1.45,18857.67,138.52,209.27,0,18509.88,18504.9,4.98,0,organic,2017,HarrisburgScranton,2017-12-31,15418,1.39
2017-06-25,2.61,12883.38,64.48,5815.43,16.46,6987.01,6987.01,0,0,organic,2017,HartfordSpringfield,2017-06-25,15505,1.89
2017-12-31,1.36,25590.34,9524.47,114.02,0,15951.85,15635.18,316.67,0,organic,2017,Houston,2017-12-31,15551,0.98
2017-05-28,1.52,5391.5,153.14,1467.48,0,3770.88,1800.43,1970.45,0,organic,2017,Indianapolis,2017-05-28,15593,1.28
2017-12-31,1.65,2023.95,44.23,496.69,5.06,1477.97,1431.11,46.86,0,organic,2017,Jacksonville,2017-12-31,15625,1.42
2017-04-30,1.98,7545.18,1049.39,4429.33,2.58,2063.88,437.22,1626.66,0,organic,2017,LasVegas,2017-04-30,15727,1.33
2017-12-31,1.74,78872.75,15369.81,20722.83,0,42780.11,42693.41,86.7,0,organic,2017,LosAngeles,2017-12-31,15782,1.20
2017-03-26,0.74,6459.97,15,1354.56,0,5090.41,385.56,4704.85,0,organic,2017,Louisville,2017-03-26,15822,1.12
2017-12-31,1.48,6518.64,24.84,333.44,0,6160.36,6147.77,12.59,0,organic,2017,MiamiFtLauderdale,2017-12-31,15864,1.28
2017-12-31,1.6,152399.77,2528.46,37771.11,861.76,111238.44,102542.42,8696.02,0,organic,2017,Midsouth,2017-12-31,15998,1.33
2017-12-31,1.52,7098.52,51.97,1535.55,0,5511,3056.04,2454.96,0,organic,2017,Nashville,2017-12-31,16031,1.25
2017-02-05,1.35,3381.82,326.31,6.26,0,3049.25,1874.51,1174.74,0,organic,2017,NewOrleansMobile,2017-02-05,16070,1.30
2017-12-31,1.83,69777.3,6476.19,16996.47,134.7,46169.94,46167.94,2,0,organic,2017,NewYork,2017-12-31,16083,1.62
2017-12-31,1.76,20129.5,0,200.68,0,19928.82,19925.49,3.33,0,organic,2017,NorthernNewEngland,2017-12-31,16095,1.51
2017-12-31,1.66,229313.64,11281.04,33549.86,122.83,184359.91,170878.67,13481.24,0,organic,2017,Northeast,2017-12-31,16229,1.56
2017-12-31,1.82,6063.44,164.98,1018.93,0,4879.53,4136.67,742.86,0,organic,2017,Orlando,2017-12-31,16293,1.41
2017-12-10,1.5,28947.42,3846.15,4443.9,2.31,20655.06,20578.56,76.5,0,organic,2017,Philadelphia,2017-12-10,16378,1.54
2017-11-19,1.44,10579.74,1176.5,31.85,0,9371.39,9371.39,0,0,organic,2017,Pittsburgh,2017-11-19,16447,1.32
2017-10-01,2.86,16126.21,188.42,2362.6,1.64,13573.55,1314.56,12249.89,9.1,organic,2017,Portland,2017-10-01,16469,1.46
2017-12-31,1.71,14463.88,3000.73,2311.39,0,9151.76,9148.43,3.33,0,organic,2017,PhoenixTucson,2017-12-31,16503,1.26
2017-12-31,1.63,62228.22,3018.47,15029.08,38.91,44141.76,32311.88,11829.88,0,organic,2017,Plains,2017-12-31,16566,1.37
2017-12-31,2.06,13531.12,89.4,5189.69,203.49,8048.54,7934.12,114.42,0,organic,2017,RaleighGreensboro,2017-12-31,16624,1.51
2017-09-17,1.59,14824.51,336.19,2732.34,44.13,11711.85,10680.64,1031.21,0,organic,2017,RichmondNorfolk,2017-09-17,16681,1.34
2017-08-13,2.09,8707,2079.18,3059.01,0,3568.81,3565.48,3.33,0,organic,2017,Sacramento,2017-08-13,16749,1.54
2017-12-31,1.5,5756.97,147.66,1513.56,0,4095.75,3747.09,348.66,0,organic,2017,Roanoke,2017-12-31,16791,1.16
2017-07-09,2.45,8311.12,2009.13,3654.42,2.92,2644.65,2622.33,22.32,0,organic,2017,SanFrancisco,2017-07-09,16832,1.58
2017-12-31,2,14150.95,2721.78,7973.65,0,3455.52,3455.52,0,0,organic,2017,SanDiego,2017-12-31,16847,1.36
2017-12-31,1.24,82749.14,1450.69,29692,23.44,51583.01,1469.39,50019.56,94.06,organic,2017,Seattle,2017-12-31,16942,1.23
2017-06-04,1.89,9543.8,761.59,4252.82,128.16,4401.23,2476.04,1925.19,0,organic,2017,SouthCarolina,2017-06-04,17003,1.39
2017-12-31,1.41,115959.77,25221.46,3103.46,0,87634.85,82290.07,5344.78,0,organic,2017,SouthCentral,2017-12-31,17069,1.08
2017-05-07,1.58,69763.54,6765.64,19700.9,180.72,43116.28,12489.88,30626.4,0,organic,2017,Southeast,2017-05-07,17106,1.35
2017-12-31,1.82,2468.87,251.57,692.89,0,1524.41,426.67,1097.74,0,organic,2017,Spokane,2017-12-31,17157,1.24
2017-03-19,1.19,10420.76,1187.88,489,0,8743.88,1218.56,7525.32,0,organic,2017,StLouis,2017-03-19,17158,1.24
2017-12-31,1.2,4873.1,51.97,54.57,0,4766.56,3051.42,1715.14,0,organic,2017,Syracuse,2017-12-31,17182,1.36
2017-01-22,1.2,6939.71,252.11,33.77,0,6653.83,4266.66,2387.17,0,organic,2017,Tampa,2017-01-22,17327,1.32
